Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0765696784073507,0.47874279880405457,1.0282213957558521,0.28389190994657965,91490,0/30,48.4
WRAO,0.0,0.4309779041785167,0.9625902428352657,0.29649390726409214,91420,2/30,47.35
AO,0.0,0.5039014074236126,0.9954058192955589,0.26558976151361663,91420,1/30,47.9
