Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,1.66300440709793,2.2176997927059237,2.676298368044287,0.24170434910388727,2462280,0/30,64.03
WRAO,1.6066047839762312,2.2312808439739795,2.7620125829788744,0.3053981092544712,2460914,0/30,63.52
AO,1.5363323399402642,2.2616799380567536,2.916265139335145,0.32107713122808235,2459212,0/30,62.86
