Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,1.8548232644652212,2.322607557279822,2.78040255323987,0.260917863534936,508150294,0/30,948.31
WRAO,1.6239642245899018,2.1972460402651643,2.8651844426221165,0.325655178000812,506998546,0/30,922.18
AO,1.59159198832292,2.152695269455508,2.690940937038937,0.2805645918303032,506837042,0/30,820.91
