Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.17650229048773916,0.8286176232821342,0.25225968039010055,9896,19/30,16.82
WRAO,0.0,0.08286176232821342,0.8286176232821342,0.24858528698464022,9896,27/30,17.03
AO,0.0,0.10846133117758018,0.8286176232821342,0.2092825229149757,9896,23/30,17.05
