Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.00039679651310457336,0.0029483332243064276,0.0010009907606523365,5426795,25/30,36.32
WRAO,0.0,3.685416530383035e-06,0.00011056249591149105,1.9846575399050465e-05,5426795,29/30,35.76
AO,0.0,0.00011301944026507973,0.0029483332243064276,0.0005278371986140832,5426795,25/30,37.08
