Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,9552,30/30,13.96
WRAO,0.0,0.0,0.0,0.0,9552,30/30,13.59
AO,0.0,0.0,0.0,0.0,9552,30/30,14.0
