Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,1534,30/30,19.3
WRAO,0.0,0.0,0.0,0.0,1534,30/30,19.76
AO,0.0,0.0,0.0,0.0,1534,30/30,19.48
