Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.6302738886531843,4.737660868335455,1.6068909844052723,14142,26/30,23.28
WRAO,0.0,0.3149012398057795,4.723518597086692,1.178252550023567,14142,28/30,23.33
AO,0.0,0.5161929005798331,6.038749823221609,1.5609409767106937,14142,27/30,24.07
