Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.11362423252286864,0.38069398816808825,0.8819123856802089,0.15234321061399406,283637360,0/30,64.31
WRAO,0.08575247283112292,0.34736647226086337,0.6437181707478037,0.13626452598796923,283558395,0/30,63.74
AO,0.08575247283112292,0.3645884183970274,0.528181582193657,0.09171024703648108,283558395,0/30,63.65
