Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0007505892249173098,0.005327760285686759,0.0016890768842294538,5386879,25/30,36.55
WRAO,0.0,0.0010667896321166052,0.005327760285686759,0.0019495797185015889,5386879,23/30,36.7
AO,0.0,0.0008099928239214827,0.005327760285686759,0.0018262398160578495,5386879,25/30,36.02
