Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,1652,30/30,14.67
WRAO,0.0,0.0,0.0,0.0,1652,30/30,14.52
AO,0.0,0.0,0.0,0.0,1652,30/30,14.75
