Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,16.904765022508716,19.13020532630196,5.639532561898779,2520135,3/30,174.98
WRAO,0.0,15.028411837725624,19.123023171377724,7.517798600635595,2520135,6/30,173.82
AO,0.0,14.449643901351845,19.13147509954824,7.9733001992569035,2520135,7/30,175.27
