Run_Number,PMX_Scores,PMX_Gaps,PMX_Times,WRAO_Scores,WRAO_Gaps,WRAO_Times,AO_Scores,AO_Gaps,AO_Times
1,160,0.0,0.6591179000000693,160,0.0,0.6398933000000397,160,0.0,0.6281093000000055
2,160,0.0,0.551611899999898,160,0.0,0.5718506000000616,160,0.0,0.5463078000000223
3,160,0.0,0.5683567999999468,160,0.0,0.5905350000000453,160,0.0,0.6271573000000217
4,160,0.0,0.5474967000000106,160,0.0,0.5507039999999961,160,0.0,0.5767084000000295
5,160,0.0,0.6454651999999896,160,0.0,0.5792604999999185,160,0.0,0.624922999999967
6,160,0.0,0.5807614000000285,160,0.0,0.5727415999999721,160,0.0,0.5634407999999667
7,160,0.0,0.5684995999999956,160,0.0,0.5496396999999433,160,0.0,0.5540240999999924
8,160,0.0,0.5696888999999601,160,0.0,0.6102276999999958,160,0.0,0.5445584999999937
9,160,0.0,0.5650900000000547,160,0.0,0.5605513000000428,160,0.0,0.5636835000000247
10,160,0.0,0.6684318999999732,160,0.0,0.5433292000000165,160,0.0,0.66652160000001
11,160,0.0,0.562504899999908,160,0.0,0.564442799999938,160,0.0,0.5583384000000251
12,160,0.0,0.6453869000000623,160,0.0,0.6254230999999209,160,0.0,0.6197389000000157
13,160,0.0,0.5988327999999683,160,0.0,0.5882502000000613,160,0.0,0.606922499999996
14,160,0.0,0.6421424999999772,160,0.0,0.5833988000000545,160,0.0,0.5841811000000234
15,160,0.0,0.6291605999999774,160,0.0,0.5928901999999425,160,0.0,0.6925655000000006
16,160,0.0,0.5676605999999538,160,0.0,0.5450786000000107,160,0.0,0.5651991999999382
17,160,0.0,0.5938611000000265,160,0.0,0.5974075999999968,160,0.0,0.5726781000000756
18,160,0.0,0.5764035999999351,160,0.0,0.6463150000000724,160,0.0,0.5423695000000635
19,160,0.0,0.5184360000000652,160,0.0,0.5241749000000482,160,0.0,0.546665800000028
20,160,0.0,0.5447679999999764,160,0.0,0.5413178000000016,160,0.0,0.5092818000000534
21,160,0.0,0.6287184999999909,160,0.0,0.5241922999999815,160,0.0,0.6401134000000184
22,160,0.0,0.5526259999999183,160,0.0,0.5267652999999655,160,0.0,0.6238861000000497
23,160,0.0,0.5713310999999521,160,0.0,0.5199701000000232,160,0.0,0.6999090999998998
24,160,0.0,0.700564199999917,160,0.0,0.6459750000000213,160,0.0,0.6428935000000138
25,160,0.0,0.6701078999999481,160,0.0,0.7610044000000471,160,0.0,0.6501127999999881
26,160,0.0,0.7200669999999718,160,0.0,0.6087894999999435,160,0.0,0.6747173999999632
27,160,0.0,0.6551283000000012,160,0.0,0.6138623000000507,160,0.0,0.5975548999999774
28,160,0.0,0.7404280999999173,160,0.0,0.6733406999999261,160,0.0,0.6927585999999337
29,160,0.0,0.6271159000000353,160,0.0,0.5640306000000237,160,0.0,0.6118857000000162
30,160,0.0,0.649262799999974,160,0.0,0.5983398999999281,160,0.0,0.6489586000000145
