Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,8,30/30,18.67
WRAO,0.0,0.0,0.0,0.0,8,30/30,18.52
AO,0.0,0.0,0.0,0.0,8,30/30,19.0
