Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.9829412137738601,1.169277273976367,1.2556281311433826,0.06111564564743826,31848,0/30,82.11
WRAO,0.0,1.1326019405162027,1.2524573530344347,0.21724712958596007,31538,1/30,81.43
AO,1.0907476694780898,1.1718138964635256,1.2302619062717992,0.039166347707525764,31882,0/30,81.88
