Run_Number,PMX_Scores,PMX_Gaps,PMX_Times,WRAO_Scores,WRAO_Gaps,WRAO_Times,AO_Scores,AO_Gaps,AO_Times
1,13178,0.0,1.6265417999998135,13178,0.0,1.4882716000001892,13318,1.0623766884200943,1.5686565999999402
2,13345,1.2672636211868264,1.4775182000000768,13178,0.0,1.5309445000000323,13369,1.4493853392016998,1.5234275999998772
3,13178,0.0,1.5121154000000843,13178,0.0,1.5757998999999927,13280,0.7740173015632114,1.4696749999998246
4,13328,1.138260737592958,1.5563170000000355,13178,0.0,1.6173003999999764,13178,0.0,1.6105102999999872
5,13297,0.9030201851570799,1.5467407999999523,13178,0.0,1.5187674999999672,13178,0.0,1.6018302999998468
6,13268,0.6829564425557748,1.5661683000000721,13347,1.2824404310213993,1.4872428999999556,13178,0.0,1.5618845999999849
7,13178,0.0,1.529876700000159,13330,1.1534375474275307,1.537739499999816,13363,1.4038549096979815,1.5206923999999162
8,13178,0.0,1.5420859000000746,13335,1.1913795720139626,1.6980692999998155,13371,1.4645621490362726,1.615449500000068
9,13178,0.0,1.5814904000001206,13317,1.0547882835028077,1.5929059999998572,13178,0.0,1.504194200000029
10,13313,1.024434663833662,1.5256054999999833,13349,1.297617240855972,1.6069314999999733,13365,1.4190317195325544,1.53514529999984
11,13372,1.4721505539535589,1.5526196999999229,13292,0.8650781605706481,1.5247073999998975,13367,1.434208529367127,1.5434477999999672
12,13374,1.4873273637881317,1.4976752000000033,13287,0.8271361359842161,1.6255725000000893,13292,0.8650781605706481,2.2825663999999506
13,13312,1.0168462589163758,1.6131076000001485,13359,1.373501290028836,1.6204775000001064,13349,1.297617240855972,1.5425643999999465
14,13349,1.297617240855972,1.5505150000001322,13178,0.0,1.6655628999999408,13178,0.0,1.5469984999999724
15,13341,1.236910001517681,1.5231739000000744,13346,1.274852026104113,1.5957432999998673,13289,0.8423129458187888,1.559702600000037
16,13296,0.8954317802397936,1.9925899999998364,13333,1.1762027621793898,1.7751588000000993,13351,1.312794050690545,1.6364705999999387
17,13346,1.274852026104113,1.696204699999953,13356,1.3507360752769768,1.8499391000000287,13302,0.9409622097435119,1.5421370999999908
18,13178,0.0,1.7288562999999613,13178,0.0,1.9137402999999722,13324,1.1079071179238125,1.6657529999999952
19,13304,0.9561390195780848,1.9836084999999457,13374,1.4873273637881317,1.64684219999981,13358,1.3659128851115496,1.541865899999948
20,13349,1.297617240855972,1.6644540999998299,13345,1.2672636211868264,1.5312441999999464,13355,1.3431476703596905,1.506518700000015
21,13178,0.0,1.5978081000000657,13355,1.3431476703596905,1.5088874000000487,13178,0.0,1.5176783999997951
22,13178,0.0,1.644590899999912,13258,0.6070723933829109,1.5270474999999806,13178,0.0,1.5372795000000679
23,13178,0.0,1.5642057000000023,13356,1.3507360752769768,1.5620151999999052,13297,0.9030201851570799,1.5566888000000745
24,13254,0.5767187737137653,1.5524521999998342,13178,0.0,1.5641800000000785,13334,1.1837911670966763,1.5815385999999307
25,13353,1.3279708605251177,1.5424055999999382,13346,1.274852026104113,1.6713781000000836,13353,1.3279708605251177,1.7176212999997915
26,13178,0.0,1.718623799999932,13368,1.4417969342844135,1.514112999999952,13302,0.9409622097435119,1.527551899999935
27,13335,1.1913795720139626,1.6179465000000164,13178,0.0,1.5542104999999538,13178,0.0,1.534777899999881
28,13178,0.0,1.5441392000000178,13320,1.0775534982546668,1.5677832999999737,13372,1.4721505539535589,1.673904999999877
29,13369,1.4493853392016998,1.4987691999999697,13369,1.4493853392016998,1.5205909000001157,13178,0.0,1.5437999999999192
30,13254,0.5767187737137653,1.5498817999998664,13342,1.2444984064349673,1.5134653000000071,13256,0.5918955835483382,1.5390614000000369
