Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,11156,30/30,14.5
WRAO,0.0,0.0,0.0,0.0,11156,30/30,14.66
AO,0.0,0.008963786303334529,0.2689135891000359,0.048271466539391406,11156,29/30,14.56
