Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.1953434893845019,0.36535810332252056,0.09991206448584215,637117113,1/30,49.95
WRAO,0.004394639451475541,0.22579055519211375,0.37245161863985277,0.08567893926849517,637145112,0/30,50.16
AO,0.0032706702700041903,0.16415264613995703,0.3365798777406251,0.09607300044942563,637137951,0/30,49.71
