Run_Number,PMX_Scores,PMX_Gaps,PMX_Times,WRAO_Scores,WRAO_Gaps,WRAO_Times,AO_Scores,AO_Gaps,AO_Times
1,638498640,0.21684035349400513,1.6513985000001412,639490066,0.37245161863985277,1.6802536000000146,639259521,0.3362659637114472,1.6312205999997786
2,638056252,0.14740445372403613,1.7829584999999497,639238624,0.3329860329775823,1.5171289999998407,638562861,0.226920289927921,1.4918803999999
3,637810951,0.10890274108835622,1.8097905999998147,638678083,0.24500519106288704,1.5122881000002053,637978197,0.13515317395029694,1.5482931000001372
4,638231385,0.17489280656003978,1.5984650999998848,638568326,0.2277780600126495,1.8046235000001616,637140976,0.003745465239135713,1.820032699999956
5,638246871,0.177323442887964,1.5767915999999786,638373008,0.19712152983716824,1.7123062999999092,638044202,0.1455131216982395,1.6228734999999688
6,639132477,0.31632551675001075,1.5643976999999722,638411819,0.20321318853037934,1.5495767999996133,638613796,0.2349148954660083,1.5741739000000052
7,639055778,0.30428707068805416,1.5229039999999259,637145112,0.004394639451475541,1.5706523999997444,637826543,0.11135001485982687,1.6176519000000553
8,638957673,0.2888888027718069,1.5216391000003568,638839157,0.27028688523078487,1.618059599999924,637145112,0.004394639451475541,1.5621587999999065
9,637117113,0.0,1.6665165999997953,639221626,0.33031807764359955,1.690769100000125,638150416,0.16218415404578843,1.5154912999996668
10,639444872,0.36535810332252056,1.5488657000000785,637808503,0.10851851031664253,1.60039340000003,637808503,0.10851851031664253,1.5847794000001159
11,639109161,0.3126659069978552,1.6137205999998514,638709642,0.2499585974862992,1.590914200000043,639228992,0.3314742230130617,1.6317432000000736
12,638154958,0.16289705280605138,1.5992314000000079,637826543,0.11135001485982687,1.7024168000002646,638465110,0.21157758479483818,1.497373499999867
13,639230989,0.33178766617119576,1.755398299999797,638020289,0.14175980860837434,1.5675744999998642,637808503,0.10851851031664253,1.553769800000282
14,638564701,0.22720909083476462,1.5422247999999854,639095526,0.3105257981039351,1.52542399999993,638770614,0.2595285805798156,1.6503219000001081
15,637145112,0.004394639451475541,1.536732099999881,639389046,0.3565958210260788,1.7645279999997001,638056252,0.14740445372403613,1.8411983999999393
16,637978197,0.13515317395029694,1.782424699999865,638373008,0.19712152983716824,1.698058299999957,638056252,0.14740445372403613,1.5012222000000293
17,638568326,0.2277780600126495,1.6888361000001169,638773252,0.2599426331843012,1.6083603000001858,638744919,0.255495570089953,1.5333520000003773
18,637808503,0.10851851031664253,1.5740787000004275,639139607,0.31744462026402986,1.4462357000002157,638750511,0.2563732737155343,1.8775051999996322
19,637364747,0.03886789335071588,1.6171684999999343,639057749,0.304596432963809,2.010847300000023,637223549,0.016705876804787693,2.085381200000029
20,637978197,0.13515317395029694,1.6414184000000205,638005609,0.1394556796342088,2.1150057999998353,637810951,0.10890274108835622,1.7475509999999304
21,638498640,0.21684035349400513,1.9779880000000958,638926641,0.2840181126950831,1.5565766999998232,637364747,0.03886789335071588,1.6217735000000175
22,637810951,0.10890274108835622,1.614231000000018,638666040,0.24311495773619252,1.6110454999998183,639261521,0.3365798777406251,1.6262789000002158
23,638495812,0.2163964790567476,1.5465703999998368,638373008,0.19712152983716824,1.729362300000048,638957673,0.2888888027718069,1.6236627000002954
24,639185711,0.324680966464638,1.6052177000001393,638818835,0.2670972047803086,1.5977896999997938,637137951,0.0032706702700041903,1.5382375000003776
25,639063781,0.3055431976758094,1.5538917000003494,638438125,0.20734209975615583,1.6026606000000356,637887071,0.12085030903886583,1.5873172000001432
26,638580540,0.22969513298883873,1.6878586000002542,637978197,0.13515317395029694,1.6024148999999852,637978197,0.13515317395029694,1.793907499999932
27,638729031,0.253001837042164,1.6101054999999178,639064160,0.30560268438433863,1.648432099999809,637810951,0.10890274108835622,1.5758820999999443
28,637913745,0.12503698044601103,1.6224938000000293,637808503,0.10851851031664253,1.5473087999998825,638411819,0.20321318853037934,1.6231204999999136
29,637364747,0.03886789335071588,1.744828900000357,638155987,0.16305856157406337,1.5660585000000538,638343804,0.19253775718311306,1.4417100999999093
30,638752533,0.25669064079903314,1.5807378999998036,638275807,0.18186515106210938,1.5998921000000337,638289214,0.1839694737567032,1.660646799999995
