Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.6994608898279981,0.7368365620700777,0.7551491933095045,0.013922839922227639,254966,0/30,292.55
WRAO,0.6741839293824918,0.7309912649670546,0.7685775785461799,0.01761331236025438,254902,0/30,290.78
AO,0.6836627895495567,0.7323341034907219,0.7673927210252968,0.018306004908658625,254926,0/30,290.05
