Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,16,30/30,19.26
WRAO,0.0,0.0,0.0,0.0,16,30/30,19.04
AO,0.0,0.0,0.0,0.0,16,30/30,19.0
