Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,3782044,30/30,36.31
WRAO,0.0,2.1152583100566783e-05,0.0006345774930170035,0.0001139101460931603,3782044,29/30,32.65
AO,0.0,0.0,0.0,0.0,3782044,30/30,33.12
