Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0003387594210915807,0.002619273874419438,0.0008638293053515477,3817852,26/30,36.24
WRAO,0.0,0.00033526705592568806,0.0025145029194426605,0.0008547666302149436,3817852,26/30,36.38
AO,0.0,0.0005867173478699541,0.0025145029194426605,0.0010635155089678298,3817852,23/30,36.33
