Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,1.3561511139812723,2.847917339360672,4.003874717468518,0.6654732467254619,6278,0/30,28.03
WRAO,1.0332579916047788,2.6896997093961894,4.326767839845011,0.7315340667882848,6258,0/30,28.17
AO,1.3561511139812723,2.839306856097298,3.8424281562802713,0.6237736517228607,6278,0/30,28.36
