Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,7990,30/30,17.06
WRAO,0.0,0.0,0.0,0.0,7990,30/30,16.76
AO,0.0,0.0,0.0,0.0,7990,30/30,16.88
