Run_Number,PMX_Scores,PMX_Gaps,PMX_Times,WRAO_Scores,WRAO_Gaps,WRAO_Times,AO_Scores,AO_Gaps,AO_Times
1,7990,0.0,0.5863129000000527,7990,0.0,0.5750597999999627,7990,0.0,0.6473979999999528
2,7990,0.0,0.56271449999997,7990,0.0,0.6445558000000347,7990,0.0,0.5969409000000496
3,7990,0.0,0.5708182000000761,7990,0.0,0.5134610999999722,7990,0.0,0.5568111999999701
4,7990,0.0,0.6764528999999584,7990,0.0,0.5516334000000143,7990,0.0,0.5243196999999782
5,7990,0.0,0.607767200000012,7990,0.0,0.5812386999999717,7990,0.0,0.5774761000000126
6,7990,0.0,0.535643499999992,7990,0.0,0.5372588999999834,7990,0.0,0.5900038000000905
7,7990,0.0,0.5534243999999262,7990,0.0,0.5545302000000447,7990,0.0,0.5242517000000362
8,7990,0.0,0.5658167000000276,7990,0.0,0.5354274000000032,7990,0.0,0.5946671000000379
9,7990,0.0,0.5154373999999962,7990,0.0,0.5635948000000326,7990,0.0,0.5099613999999519
10,7990,0.0,0.6474494999999933,7990,0.0,0.6340353000000505,7990,0.0,0.6100337000000309
11,7990,0.0,0.5421184000000494,7990,0.0,0.5208057000000963,7990,0.0,0.5202058000000989
12,7990,0.0,0.5477640999999949,7990,0.0,0.5495032000000037,7990,0.0,0.5227087000000665
13,7990,0.0,0.5363259000000653,7990,0.0,0.5730800999999701,7990,0.0,0.5602124000000686
14,7990,0.0,0.6619896999999355,7990,0.0,0.5933641000000307,7990,0.0,0.5852170000000569
15,7990,0.0,0.4939881999999898,7990,0.0,0.5579899000000523,7990,0.0,0.5352778000000171
16,7990,0.0,0.5348485000000665,7990,0.0,0.528417300000001,7990,0.0,0.5668855000000121
17,7990,0.0,0.522346500000026,7990,0.0,0.554966600000057,7990,0.0,0.53507060000004
18,7990,0.0,0.5564954000000171,7990,0.0,0.5279870000000528,7990,0.0,0.5285026000000244
19,7990,0.0,0.5268978999999945,7990,0.0,0.5066150999999763,7990,0.0,0.5721412999999984
20,7990,0.0,0.7412298999998939,7990,0.0,0.5862677000000076,7990,0.0,0.6425063000000364
21,7990,0.0,0.5275820000000522,7990,0.0,0.5510163999999804,7990,0.0,0.5329074999999648
22,7990,0.0,0.5754709000000275,7990,0.0,0.5061083000000508,7990,0.0,0.5741438999999673
23,7990,0.0,0.5692576000000145,7990,0.0,0.5677755000000388,7990,0.0,0.5740680999999768
24,7990,0.0,0.519689900000003,7990,0.0,0.5284306999999444,7990,0.0,0.6209581000000526
25,7990,0.0,0.5340423000000101,7990,0.0,0.6595089999999573,7990,0.0,0.5154134000000568
26,7990,0.0,0.544969100000003,7990,0.0,0.5616146999999501,7990,0.0,0.5054179999999633
27,7990,0.0,0.6104981999999382,7990,0.0,0.6094056000000592,7990,0.0,0.5684807000000092
28,7990,0.0,0.46154009999997925,7990,0.0,0.44957140000008167,7990,0.0,0.4420891000000893
29,7990,0.0,0.43670570000006137,7990,0.0,0.3992445000000089,7990,0.0,0.44237280000004375
30,7990,0.0,0.46352039999999306,7990,0.0,0.4437434999999823,7990,0.0,0.49291249999998854
