Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,5358,30/30,21.89
WRAO,0.0,0.0,0.0,0.0,5358,30/30,22.42
AO,0.0,0.0,0.0,0.0,5358,30/30,22.54
