Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,476581,30/30,82.08
WRAO,0.0,0.0,0.0,0.0,476581,30/30,82.41
AO,0.0,0.0,0.0,0.0,476581,30/30,82.32
