Run_Number,PMX_Scores,PMX_Gaps,PMX_Times,WRAO_Scores,WRAO_Gaps,WRAO_Times,AO_Scores,AO_Gaps,AO_Times
1,3821239,0.0003663746573415593,1.8924527000000353,3821225,0.0,1.5210481999999956,3821225,0.0,1.8574943000000985
2,3821239,0.0003663746573415593,1.209184700000037,3821225,0.0,1.2629580999999916,3821225,0.0,1.3179448000000775
3,3821225,0.0,1.3507362999999941,3821239,0.0003663746573415593,1.21712100000002,3821225,0.0,1.219123599999989
4,3821239,0.0003663746573415593,1.3822892000000593,3821225,0.0,1.2837279999999964,3821225,0.0,1.3829905000000053
5,3821239,0.0003663746573415593,1.3554986999999983,3821303,0.002041230233760116,1.1707277000000431,3821225,0.0,1.1953893999999536
6,3821225,0.0,1.189445800000044,3821225,0.0,1.1428313999999773,3821225,0.0,1.1287060999999312
7,3821257,0.0008374277882092784,1.2326744999999164,3821225,0.0,1.2155140999999503,3821225,0.0,1.1477373999999827
8,3821225,0.0,1.1804661999999553,3821225,0.0,1.2343477000000576,3821225,0.0,1.2268166999999721
9,3821225,0.0,1.2148464000000558,3821225,0.0,1.2124676000000818,3821225,0.0,1.2618455000000495
10,3821225,0.0,1.1334765999999945,3821225,0.0,1.1433155999999371,3821225,0.0,1.1241720000000441
11,3821225,0.0,1.1389189999999871,3821239,0.0003663746573415593,1.13235880000002,3821239,0.0003663746573415593,1.1366583999999875
12,3821225,0.0,1.2219727000000375,3821225,0.0,1.1751145999999153,3821225,0.0,1.1883810999999014
13,3821225,0.0,1.224405299999944,3821225,0.0,1.2349671999999146,3821239,0.0003663746573415593,1.2283310999999912
14,3821225,0.0,1.2118163999999751,3821225,0.0,1.1825450000000046,3821225,0.0,1.142700600000012
15,3821225,0.0,1.1415024000000358,3821225,0.0,1.1544242999999597,3821239,0.0003663746573415593,1.142391699999962
16,3821225,0.0,1.143995299999915,3821225,0.0,1.186583100000007,3821225,0.0,1.1675281000000268
17,3821225,0.0,1.1379309000000148,3821225,0.0,1.1245854000000008,3821225,0.0,1.14361509999992
18,3821225,0.0,1.2285532999999305,3821225,0.0,1.2570695999999089,3821225,0.0,1.2394918999999618
19,3821225,0.0,1.1310748999999305,3821225,0.0,1.1465681999999333,3821225,0.0,1.1116327000000865
20,3821225,0.0,1.1404735999999502,3821239,0.0003663746573415593,1.2087406000000556,3821225,0.0,1.1766341999999668
21,3821239,0.0003663746573415593,1.1643435000000864,3821225,0.0,1.1736557000000403,3821225,0.0,1.1764358000000357
22,3821225,0.0,1.1288417000000663,3821239,0.0003663746573415593,1.1968259000000216,3821225,0.0,1.1674438999999666
23,3821225,0.0,1.16948339999999,3821225,0.0,1.1564080999999078,3821225,0.0,1.1452633999999762
24,3821249,0.0006280708411569589,1.1565233999999691,3821225,0.0,1.222012399999926,3821225,0.0,1.187126400000011
25,3821225,0.0,1.320176800000013,3821225,0.0,1.2614908000000469,3821225,0.0,1.388113800000042
26,3821225,0.0,1.16785660000005,3821225,0.0,1.1024459000000206,3821225,0.0,1.1261193000000276
27,3821225,0.0,1.1449808999999505,3821225,0.0,1.1767322000000604,3821225,0.0,1.1710352999999714
28,3821225,0.0,1.177128400000015,3821225,0.0,1.1454665999999634,3821225,0.0,1.1483308000000534
29,3821225,0.0,1.151360699999941,3821225,0.0,1.1983222000000069,3821225,0.0,1.1748036000000184
30,3821225,0.0,1.0952137000000448,3821225,0.0,1.2332475999999133,3821225,0.0,1.1291678000000047
