Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,9742,30/30,14.06
WRAO,0.0,0.0,0.0,0.0,9742,30/30,14.53
AO,0.0,0.0,0.0,0.0,9742,30/30,14.43
