Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,6922,30/30,25.44
WRAO,0.0,0.0,0.0,0.0,6922,30/30,25.96
AO,0.0,0.0,0.0,0.0,6922,30/30,25.45
