Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,1.6244314489928524,3.01061295213342,4.223521767381416,0.6056222825442943,6256,0/30,27.89
WRAO,0.8771929824561403,2.5427766948234787,3.541260558804418,0.7533782345047754,6210,0/30,28.02
AO,1.7218973359324234,2.8416720814381633,3.7686809616634176,0.5398546190845864,6262,0/30,28.35
