Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,1.335588124765126,2.243517474633596,0.6966523073351787,88700,5/30,52.09
WRAO,0.0,1.3566328447951896,2.367531003382187,0.7170705501196195,88700,4/30,52.32
AO,0.0,1.4915445321307779,2.3337091319052985,0.6389071979310986,88700,3/30,52.25
