Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.25410141634494954,0.3172692283007562,0.3693489892847729,0.03182206414672928,44873028,0/30,1840.42
WRAO,0.22863631405803678,0.3146001364543417,0.4038982384306598,0.040489071256526905,44861630,0/30,1894.03
AO,0.2596108866239043,0.32174859594523547,0.3809800932070108,0.03124891125221357,44875494,0/30,1884.58
