Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,14,30/30,18.77
WRAO,0.0,0.0,0.0,0.0,14,30/30,18.37
AO,0.0,0.0,0.0,0.0,14,30/30,18.74
