Run_Number,PMX_Scores,PMX_Gaps,PMX_Times,WRAO_Scores,WRAO_Gaps,WRAO_Times,AO_Scores,AO_Gaps,AO_Times
1,14,0.0,0.6167603000000099,14,0.0,0.5627385000000231,14,0.0,0.5778076999999939
2,14,0.0,0.5782641999999214,14,0.0,0.5827871999999843,14,0.0,0.6036229000000048
3,14,0.0,0.5849769999999808,14,0.0,0.5996640000000752,14,0.0,0.6175329999999803
4,14,0.0,0.5958057000000281,14,0.0,0.5364896999999473,14,0.0,0.5882926000000452
5,14,0.0,0.6348037000000204,14,0.0,0.6141228999999839,14,0.0,0.590861299999915
6,14,0.0,0.6370491000000129,14,0.0,0.6172080999999707,14,0.0,0.6743887000000086
7,14,0.0,0.6000078000000713,14,0.0,0.5720007000001033,14,0.0,0.585783699999979
8,14,0.0,0.6382727000000159,14,0.0,0.6350645999999642,14,0.0,0.6698089999999866
9,14,0.0,0.5995011999999633,14,0.0,0.5772897000000512,14,0.0,0.6601082000000815
10,14,0.0,0.5878510000000006,14,0.0,0.6299075000000585,14,0.0,0.9068379000000277
11,14,0.0,0.5688685000000078,14,0.0,0.6686160000000427,14,0.0,0.8950942999999825
12,14,0.0,0.7451274999999669,14,0.0,0.7402461000000358,14,0.0,0.6474335999999994
13,14,0.0,0.5957245000000739,14,0.0,0.8350219000000152,14,0.0,0.5566865000000689
14,14,0.0,0.7089065999999775,14,0.0,0.7374288999999408,14,0.0,0.5414134000000104
15,14,0.0,0.6500452000000223,14,0.0,0.6759916999999405,14,0.0,0.5460691000000679
16,14,0.0,0.710835999999972,14,0.0,0.5328822999999829,14,0.0,0.5689371999999366
17,14,0.0,0.628761499999996,14,0.0,0.5309111000000257,14,0.0,0.5820966999999655
18,14,0.0,0.8594547000000148,14,0.0,0.6075730999999678,14,0.0,0.6440526000000091
19,14,0.0,0.6377906000000166,14,0.0,0.5208811999999625,14,0.0,0.5760824999999841
20,14,0.0,0.5625725999999531,14,0.0,0.5628954999999678,14,0.0,0.5952073999999357
21,14,0.0,0.5360534000000143,14,0.0,0.5899785999999949,14,0.0,0.5790420000000722
22,14,0.0,0.521539999999959,14,0.0,0.5691897000000381,14,0.0,0.5924171000000342
23,14,0.0,0.5481939999999668,14,0.0,0.5674093000000084,14,0.0,0.6163235000000213
24,14,0.0,0.6633656999999857,14,0.0,0.588937699999974,14,0.0,0.5752876000000242
25,14,0.0,0.6733175000000529,14,0.0,0.6732547999999952,14,0.0,0.643685000000005
26,14,0.0,0.5984851999999137,14,0.0,0.586923600000091,14,0.0,0.5824413999999933
27,14,0.0,0.5794548000000077,14,0.0,0.5820862000000488,14,0.0,0.627754199999913
28,14,0.0,0.5663973000000624,14,0.0,0.5954977999999755,14,0.0,0.608554599999934
29,14,0.0,0.6256932000000006,14,0.0,0.5731400999999323,14,0.0,0.6000410000000329
30,14,0.0,0.5952806999999893,14,0.0,0.5891639999999825,14,0.0,0.5897835000000669
