Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,996,30/30,18.73
WRAO,0.0,0.0,0.0,0.0,996,30/30,17.7
AO,0.0,0.0,0.0,0.0,996,30/30,18.0
