Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0001439796285628698,0.0021844048910110454,0.00040453320755314914,10117172,23/30,33.54
WRAO,0.0,0.00021514576075870476,0.0021844048910110454,0.00040424329671680974,10117172,17/30,33.25
AO,0.0,0.00021514576075870473,0.0021844048910110454,0.00040424329671680974,10117172,17/30,33.67
