Version,Best_GAP,Mean_GAP,Worst_GAP,Std_GAP,Best_Score,Optimum_Hits,Total_Time_Sec
PMX,0.0,0.0,0.0,0.0,17212548,30/30,22.95
WRAO,0.0,0.028218948176644155,0.8465684452993246,0.15196368661521645,17212548,29/30,22.43
AO,0.0,0.029974256765084018,0.8992277029525205,0.16141631265134376,17212548,29/30,23.09
